"Número Licitação";"Código UG";"Nome UG";"Código Modalidade Compra";"Modalidade Compra";"Número Processo";"Objeto";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Município";"Data Resultado Compra";"Data Abertura";"Valor Licitação"
"000012021";"781331";"DELEG. DA CAPIT. DOS PORTOS EM ANGRA DOS REIS";"-99";"Pregão - Registro de Preço";"6311700625202117";"Objeto: Pregão Eletrônico -  Empresa para prestação de serviço de ' Gerenciamento de manutenção de viaturas e embarcações '";"Divulgado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"ANGRA DOS REIS";"05/08/2021";"29/06/2021";"0,0000"
"000012021";"791580";"BASE ALMIRANTE CASTRO E SILVA";"-99";"Pregão - Registro de Preço";"63017000084202155";"Objeto: Pregão Eletrônico -  Aquisição de material elétrico e eletrônico  para manutenção e reparo de retificadores";"Evento de Alteração Publicado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"NITEROI";"04/08/2021";"23/07/2021";"0,0000"
"000022020";"443001";"AGENCIA NACIONAL DE AGUAS E SANEAMENTO BASICO";"3";"Concorrência";"02501002530202029";"Objeto: Contratação de empresa especializada para realização de atividades de avaliação de segurança de barragens e assuntos correlatos, visando auxiliar a SFI/ANA nas ações de fiscalização da segurança de barragens, no âmbito da competência da Agência, conforme estabelecido pela Lei nº 12.334, de 20 de setembro de 2010.";"Evento de Adiamento Publicado";"53000";"Ministério do Desenvolvimento Regional";"44205";"Agência Nacional de Águas";"BRASILIA";"04/08/2021";"";"1360032,7400"
"000022021";"928181";"FUNDO MUNIC.DE ASSISTÊNCIA SOCIAL DE LIMOEIRO";"5";"Pregão";"009";"Objeto: Pregão Eletrônico -  Contratação de Empresa Para o Fornecimento Parcelado de Cestas Básicas para Doação À População Carente do Município de Limoeiro/PE";"Divulgado";"99900";"REPUBLICA FEDERATIVA DO BRASIL";"94620";"ESTADO DE PERNAMBUCO";"Inválido";"04/08/2021";"03/08/2021";"247450,0000"
"000022021";"926241";"EMPRESA DE ASSITENCIA TECNICA E EXT. RURAL";"5";"Pregão";"072-00602/2021-92";"Objeto: Pregão Eletrônico -  Contratação de empresa especializada para desmonte de torres de comunicação do tipo estaiadas que suportam/suportaram os equipamentos de rede de transmissão de dados da Emater-DF.";"Divulgado";"99900";"REPUBLICA FEDERATIVA DO BRASIL";"97400";"DISTRITO FEDERAL";"Inválido";"05/08/2021";"22/07/2021";"33110,0000"
"000022021";"927618";"CONSELHO REG DOS TEC INDUSTRIAIS DA 3ª REG PE";"5";"Pregão";"2021.01.022";"Objeto: Pregão Eletrônico -  Contratação de empresa especializada na prestação de serviços de apoio administrativo, de forma continuada, compreendendo o fornecimento de mão-de-obra adequada à execução dos serviços, durante todo o período de vigência contratual, visando atender as necessidades do Conselho Regional dos Técnicos Industriais da 3ª Região (CRT-03) sede (Recife) e subsedes de João Pessoa, Maceió e Aracaju.";"Divulgado";"38747";"CONSELHO FEDERAL DOS TÉCNICOS INDUSTRIAIS";"38747";"CONSELHO FEDERAL DOS TÉCNICOS INDUSTRIAIS";"Inválido";"02/08/2021";"07/07/2021";"642459,2400"
"000022021";"926522";"CAMARA MUNICIPAL DE IPATINGA";"5";"Pregão";"32";"Objeto: Pregão Eletrônico -  Contratação de empresa para aquisição de gêneros alimentícios, descartáveis e utilitários para cozinha para abastecimento desta Casa Legislativa. Gentileza considerar as especificações contidas no Termo de Referência, disponível no Edital através do link:https://www.camaraipatinga.mg.gov.br/uploads/files/contaspublicas/8bbbbe186db53823dab0d5f0e3d05708.pdf";"Divulgado";"99900";"REPUBLICA FEDERATIVA DO BRASIL";"95120";"ESTADO DE MINAS GERAIS";"Inválido";"05/08/2021";"12/04/2021";"29996,8700"
"000022021";"928580";"FUNDO MUNICIPAL DE SAÚDE DE ALMEIRIM/PA";"5";"Pregão";"PE-002/21-SESPA";"Objeto: Pregão Eletrônico -  Contratação de empresa especializada para o fornecimento de combustível, lubrificante e gás GLP, com abastecimento de forma parcelado para atender veículos (rodoviário e aquaviário), equipamento (maquinário pro-fog, UBV costal e gerador de energia) de apoio administrativo e campo, amparados pelo Fundo Municipal de Saúde de Almeirim/PA, conforme condições, quantidades, exigências e estimativas, estabelecidas neste instrumento.";"Divulgado";"99900";"REPUBLICA FEDERATIVA DO BRASIL";"93420";"ESTADO DO PARA";"Inválido";"05/08/2021";"19/07/2021";"1632776,0000"
"000022021";"925138";"BANCO CENTRAL DO BRASIL - SÃO PAULO";"6";"Dispensa de Licitação";"194982";"Objeto: Fornecimento e instalação de logotipos do BCB,  em letra caixa com material inox e painel de vidro temperado incolor extra clear, com bordas e cantos vivos, lapidados e polidos, para a instalação em ambientes específicos do edifício do BCB em SP, conforme especificado nos itens 1 e 2 dessa CE. As especificações técnicas e desenhos poderão ser consultados no site  https://www.bcb.gov.br/content/acessoinformacao/cotacaoeletronica/Leiaute%20Logotipos.pdf";"Encerrado";"25000";"MINISTERIO DA ECONOMIA";"25201";"BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL";"Inválido";"06/08/2021";"";"16668,0000"
"000022021";"110511";"CENTRO GESTOR OP. SISTEMA PROTECAO AMAZONIA";"5";"Pregão";"60093000274202091";"Objeto: Pregão Eletrônico -  Contratação de serviços terceirizados de Técnico em Secretariado, para atender as necessidades do Centro Regional de Porto Velho   CR-PV, mediante a disponibilização de dois postos.";"Publicado";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo d";"BRASILIA";"02/08/2021";"27/07/2021";"107807,0400"
"000022021";"114631";"UNIDADE ESTADUAL DO IBGE NO RIO DE JANEIRO";"-99";"Pregão - Registro de Preço";"20870000061202132";"Objeto: Pregão Eletrônico -  Aquisição de pneus para os veículos da frota da Unidade Estadual do IBGE no Rio de Janeiro.";"Publicado";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"RIO DE JANEIRO";"03/08/2021";"08/07/2021";"0,0000"
"000022021";"130017";"LABORATORIO FEDERAL DE DEFESA AGROPECUARIA/PA";"-99";"Pregão - Registro de Preço";"21003000336202074";"Objeto: Pregão Eletrônico -  O objeto da presente licitação é a escolha da proposta mais vantajosa para a aquisição de materiais químicos e  materiais de referência certificados, para atendimento prioritariamente das Unidades Laboratoriais que integram a Divisão Técnica Laboratorial do Laboratório Federal de Defesa Agropecuária no Pará (DLAB/LFDA-PA), conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.";"Publicado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22000";"Ministério da Agricultura, Pecuária e Abastec";"BELEM";"05/08/2021";"23/07/2021";"456,0000"
"000022021";"130056";"SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/MG";"5";"Pregão";"21000005212202013";"Objeto: Pregão Eletrônico -  Contratação de empresa especializada na prestação dos serviços continuados de AUXILIAR ADMINISTRATIVO (APOIO)";"Publicado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22000";"Ministério da Agricultura, Pecuária e Abastec";"BELO HORIZONTE";"05/08/2021";"02/08/2021";"160012,6200"
"000022021";"130067";"SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/SP";"5";"Pregão";"21052004848201991";"Objeto: Pregão Eletrônico -  O objeto da contratação é a prestação de serviços de manutenção corretiva, preventiva com reposição de peças (incluso fornecimento de materiais), atendimentos emergenciais e regularização às normas e legislações pertinentes, em dois elevadores da marca Thyssenkrupp Elevadores S/A, modelo FREQUENCEDYNE, cabine New Export, com 12 paradas (11 pavimentos e um subsolo) instalados em janeiro de 2014, na Sede Superintendência Federal de Agricultura - SFA-SP.";"Publicado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22000";"Ministério da Agricultura, Pecuária e Abastec";"SAO PAULO";"03/08/2021";"12/07/2021";"10279,9200"
"000022021";"135030";"EMBRAPA/CNPSA";"7";"Inexigibilidade de Licitação";"21202.001013/2021";"Objeto: Conserto do Real- Temer PCR System modelo 7500, marca Applied Biosystems Pat. 1208680, com substituição da  tampa de aquecimento com lentes de Fresnel da Heated Cover horas técnicas e deslocamento.";"Publicado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"CONCORDIA";"05/08/2021";"";"11099,1000"
"000022021";"135141";"CONAB SEDE SUREG GOIAS";"5";"Pregão";"21209.000181/2021";"Objeto: Pregão Eletrônico -  Contratação de Empresa para prestação de serviços de locação de veículos FLEX/DIESEL sem motoristas e livre de quilometragem seguro total sem franquia para atendimento das necessidades da Sureg/GO. da Conab, conforme especificações, na ocorrência, exigências e condições, estabelecidas no Termo de Referência, Anexo I deste Edital.";"Publicado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22211";"Companhia Nacional de Abastecimento";"GOIANIA";"06/08/2021";"25/06/2021";"717,0000"
"000022021";"152800";"INST.FED.DE ALAGOAS/CAMPUS PENEDO";"-99";"Pregão - Registro de Preço";"2304122471202121";"Objeto: Pregão Eletrônico -  Aquisição de Fonte de Alimentação e Unidade Central de Processamento (CPU) do Controlador Lógico Programável (CLP) da Microdestilaria de Etanol, a fim de viabilizar seu funcionamento, que no momento, encontra-se operacionalmente sem funcionar.";"Publicado";"26000";"Ministério da Educação";"26402";"Instituto Federal de Alagoas";"PENEDO";"05/08/2021";"05/08/2021";"0,0000"
"000022021";"153074";"CENTRO DE CIENC.HUMA. SOC. E AGRARIAS DA UFPB";"-99";"Pregão - Registro de Preço";"23074.036190/2021";"Objeto: Pregão Eletrônico -  Aquisição de Gás liquefeito de petróleo   GLP (P13 e P45) em cilindros para atender laboratórios, setor de produção e a assistência estudantil do Centro de Ciências Humanas Sociais e Agrárias e do Colégio Agrícola Vidal de Negreiros.";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26240";"Universidade Federal da Paraíba";"BANANEIRAS";"05/08/2021";"14/07/2021";"65378,0000"
"000022021";"153258";"DIRETORIA DE TECNOLOGIA DA INFORMACAO";"-99";"Pregão - Registro de Preço";"23072208940202130";"Objeto: Pregão Eletrônico -  Placas e discos para a infraestrutura HCI-DTI.";"Publicado";"26000";"Ministério da Educação";"26238";"Universidade Federal de Minas Gerais";"BELO HORIZONTE";"02/08/2021";"08/07/2021";"0,0000"
"000022021";"155915";"HOSPITAL UNIVERSTIARIO ANTONIO PEDRO";"7";"Inexigibilidade de Licitação";"23818007456202124";"Objeto: Aquisição de Contratação de Empresa para disponibilização de serviços de locação e manutenção dos sistemas MV2000";"Retificação";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"NITEROI";"02/08/2021";"";"49742,1000"
"000022021";"158125";"INSTITUTO FEDERAL CATARINENSE - REITORIA";"-99";"Pregão - Registro de Preço";"23354000100202164";"Objeto: Pregão Eletrônico -  O objeto da presente licitação é a escolha da proposta mais vantajosa para AQUISIÇÃO DE GÁS LIQUEFEITO DE PETRÓLEO-GLP A GRANEL, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos";"Evento de Alteração Publicado";"26000";"Ministério da Educação";"26422";"Instituto Federal Catarinense";"BLUMENAU";"06/08/2021";"13/07/2021";"48400,0000"
"000022021";"158156";"INST.FED.DE EDUC.,CIENC.E TEC.DO ACRE";"6";"Dispensa de Licitação";"23244.4190/202118";"Objeto: Constitui objeto a participação no curso COMO ELABORAR E JULGAR A PLANILHA DE FORMAÇÃO DE PREÇOS DE ACORDO COM A IN Nº 05/2017  - Passo a passo da elaboração e memorial de cálculo   Aspectos trabalhistas, previdenciários e tributários";"Encerrado";"26000";"Ministério da Educação";"26425";"Instituto Federal do Acre";"RIO BRANCO";"06/08/2021";"";"5020,0000"
"000022021";"158435";"INST.FED.BAIANO/CAMPUS SENHOR DO BONFIM";"6";"Dispensa de Licitação";"23333251003202186";"Objeto: Locação de 01 (um) grupo gerador de 180 KVA 220/127 volts, para atender os serviços de manutenção do caminhão E-Tec.";"Encerrado";"26000";"Ministério da Educação";"26404";"Instituto Federal Baiano";"SENHOR DO BONFIM";"06/08/2021";"";"17450,0000"
"000022021";"158456";"INST.FED.DO MARANHAO/CAMPUS CAXIAS";"7";"Inexigibilidade de Licitação";"23249019572202198";"Objeto: Contratação da ferramenta Banco de Preços para realização de procedimentos de pesquisa de preços relativo a processos de licitação do IFMA Campus Caxias, pelo período de 12 (doze) meses.";"Encerrado";"26000";"Ministério da Educação";"26408";"Instituto Federal do Maranhão";"CAXIAS";"03/08/2021";"";"9875,0000"
"000022021";"158589";"INST. FED. DA BAHIA/CAMPUS IRECE";"6";"Dispensa de Licitação";"23460000541202159";"Objeto: Contratação de Serviço de Comunicação por Correio.";"Encerrado";"26000";"Ministério da Educação";"26427";"Instituto Federal da Bahia";"IRECE";"03/08/2021";"";"9000,0000"
"000022021";"158971";"INST.FED.MATO GROSSO/CAMPUS VARZEA GRANDE";"7";"Inexigibilidade de Licitação";"23749000854202181";"Objeto: Pagamento de Inscrição em Curso de Capacitação online para Filmmakers, Gravação e Edição de videos Institucionais e aula para condução e configuração de  Técnico de som.";"Encerrado";"26000";"Ministério da Educação";"26414";"Instituto Federal do Mato Grosso";"VARZEA GRANDE";"02/08/2021";"";"1548,0000"
"000022021";"160022";"21 COMPANHIA DE ENGENHARIA CONSTRUCAO";"7";"Inexigibilidade de Licitação";"64411002766202111";"Objeto: Contratação do serviço de banco de preços, com liberação de acesso a todas as funcionalidades disponíveis para realização de ampla pesquisa de preços.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"SAO GABRIEL DA CACHOEIRA";"06/08/2021";"";"9875,0000"
"000022021";"160110";"COLEGIO MILITAR DE JUIZ DE FORA";"7";"Inexigibilidade de Licitação";"64254004059202119";"Objeto: Serviço de capacitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"JUIZ DE FORA";"03/08/2021";"";"5000,0000"
"000022021";"160143";"HOSPITAL MILITAR DE AREA DE CAMPO GRANDE";"-99";"Pregão - Registro de Preço";"64577021515202053";"Objeto: Pregão Eletrônico -  Contratação de serviços de confecção e instalação de material institucional de indicação e acessibilidade.";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"CAMPO GRANDE";"03/08/2021";"31/03/2021";"1746,0000"
"000022021";"160152";"11 REGIMENTO DE CAVALARIA MECANIZADO";"-99";"Pregão - Registro de Preço";"64680000219202112";"Objeto: Pregão Eletrônico -  Aquisição de Material para uso Veterinário e Coudelaria para o 11º R C Mec e orgãos participantes do GCALC da 4º Bda C Mec.";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"PONTA PORA";"02/08/2021";"15/07/2021";"56,4000"
"000022021";"160158";"COMANDO 13  BDA DE INFANTARIA MOTORIZADA";"-99";"Pregão - Registro de Preço";"64310004426202073";"Objeto: Pregão Eletrônico -  Aquisição material de comum de expediente e consumo para o Comando da 13ª Bda.";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"CUIABA";"03/08/2021";"06/07/2021";"115,0100"
"000022021";"160163";"COMANDO DA 8 REGIAO MILITAR/8 DE";"7";"Inexigibilidade de Licitação";"64319010907202119";"Objeto: Inexigibilidade de Licitação (Serviço de instalação da assinatura do sistema de VIDEOFARMA BANCO DE DADOS COM EXTRAÇÃO DE DADOS) periódico para o Setor de Auditoria de Contas Médicas da seção de Saúde do Comando da 8ª Região Militar.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"BELEM";"06/08/2021";"";"6168,0000"
"000022021";"160166";"HOSPITAL GERAL DE BELEM";"-99";"Pregão - Registro de Preço";"64575003825202197";"Objeto: Pregão Eletrônico -  Aquisição de Órteses, Próteses e  Materiais Especiais para o Hospital Geral de Belém.";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"BELEM";"02/08/2021";"20/07/2021";"32000,0000"
"000022021";"160204";"25º BATALHAO DE CACADORES";"-99";"Pregão - Registro de Preço";"64024002099202121";"Objeto: Pregão Eletrônico -  Aquisição de material para Relações Públicas, no âmbito das UGs participantes do Grupo de Coordenação e Acompanhamento das Licitações e Contratos (GCALC), da guarnição de Teresina-PI, nos termos do parágrafo 2º, do art. 12, da Portaria nº 01, de 27 JAN 14, da Secretaria de Economia e Finanças do Exército.";"Evento de Suspensão Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"TERESINA";"05/08/2021";"27/07/2021";"5869,5000"
